이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,학교,과목,인지,지역구분
권혁세,경기,성남시 분당구,국회의원,20,1,남,con,,정당인,42.84,False,-0.4821160390580022,,,,1
김병관,경기,성남시 분당구,국회의원,20,2,남,rev,43,,42.84,True,-0.13541546862721482,,경영,0.5496484445413775,1
염오봉,경기,성남시 분당구,국회의원,20,3,남,rev,52,,42.84,False,-1.7882970449739948,서울대,행정,0.010356996035738291,1
전하진,경기,성남시 분당구,국회의원,20,1,남,con,57,,42.84,False,-0.8159331616878417,연세대,경영,0.02188149761018148,1
김병욱,경기,성남시 분당구,국회의원,20,2,남,rev,50,,42.84,True,-0.4280334379172152,고려대,경영,0.2519642176884819,1
윤은숙,경기,성남시 분당구,국회의원,20,3,여,rev,56,,42.84,False,-2.2779115402086303,,행정,0.00610707970185091,1
김미라,경기,성남시 분당구,국회의원,20,3,여,rem,42,,42.84,False,-4.628605183950143,,,0.03370540353606859,1
임태희,경기,성남시 분당구,국회의원,20,3,남,rem,59,,42.84,False,-1.4741049253838658,서울대,경영,0.04871624073797453,1
강세창,경기,의정부시,국회의원,20,1,남,con,55,정당인,42.84,False,-0.5048540655090135,,,0.007892136116417335,3
문희상,경기,의정부시,국회의원,,2,남,rev,71,,42.84,True,-0.3084894137925383,서울대,법,0.34138705834295635,3
김경호,경기,의정부시,국회의원,20,3,남,rev,56,,42.84,False,-1.4591015066096609,,정치,0.4059697884156713,3
홍문종,경기,의정부시,국회의원,20,1,남,con,61,,,,-0.3600797205679398,,,0.14936354663708853,3
김민철,경기,,국회의원,20,2,남,rev,48,정당인,42.84,,-0.7341116167970329,연세대,,0.048821391199585375,3
정희영,경기,의정부시,국회의원,20,3,남,rev,51,,42.84,False,-1.2806187217734095,서울대,,0.004962995505999811,3
김재연,경기,의정부시,국회의원,20,3,여,rem,35,,42.84,False,-3.2510355279475953,,,0.041603083782281336,3
장경순,경기,안양시 만안구,국회의원,20,1,남,con,55,정당인,42.84,False,-0.5014567189439684,,경영,0.04727513989010767,2
이종걸,경기,안양시 만안구,국회의원,20,2,남,rev,58,,42.84,True,-0.20736880460950324,서울대,법,0.9465882190040236,2
곽선우,경기,안양시 만안구,국회의원,20,3,남,rev,42,,42.84,False,-1.6420226191436935,,법,0.006136641105868829,2
권용준,경기,안양시 동안구,국회의원,20,1,남,con,61,,42.84,False,-0.7233456275382383,고려대,경영,0.002950522961864051,2
이석현,경기,안양시 동안구,국회의원,20,2,남,rev,,,42.84,True,-0.01632831135402268,서울대,법,0.12051550583925234,2
백종주,경기,안양시 동안구,국회의원,20,3,남,rev,46,,42.84,False,-1.6874286607095563,연세대,경영,0.002314004719568637,2
유현목,경기,안양시 동안구,국회의원,20,3,남,rem,45,,42.84,False,-4.407433764638187,,,0.0008406538541438289,2
심재철,경기,안양시 동안구,국회의원,,1,남,con,58,,42.84,True,-0.3683225704463648,서울대,,0.8452460033270532,2
이정국,경기,안양시 동안구,국회의원,20,2,남,rev,53,,42.84,False,-0.4485140683812961,,경제,0.007450333673462062,2
정진후,경기,안양시 동안구,국회의원,20,3,남,rev,58,,42.84,False,-1.4657941314893468,,,0.020682975624655868,2
이음재,경기,부천시 원미구,국회의원,20,1,여,con,60,정당인,42.84,False,-0.6532344333731773,,행정,0.015211735647160655,2
김경협,경기,부천시 원미구,국회의원,20,2,남,rev,53,,42.84,True,-0.32622422357009223,고려대,경제,0.08278240864587645,2
황인직,경기,부천시 원미구,국회의원,20,3,남,rev,50,,42.84,False,-1.2290042916409971,,법,0.0037341867975502143,2
이사철,경기,부천시 원미구,국회의원,20,1,남,con,63,,42.84,False,-0.5941392965786617,서울대,법,0.04363443130737157,2
설훈,경기,부천시 원미구,국회의원,20,,남,rev,62,,42.84,True,-0.3044426408543529,고려대,,0.2878515387729866,2
이승호,경기,부천시 원미구,국회의원,20,3,남,,56,,42.84,False,-1.4064156140849873,,,0.5635217362618418,2
백현종,경기,부천시 원미구,국회의원,20,3,남,rem,44,,42.84,False,-4.279363305182302,,,0.003263962567212817,
차명진,경기,부천시 소사구,국회의원,20,1,남,con,56,정당인,42.84,False,-0.5566271849840236,서울대,정치,,2
김상희,경기,부천시 소사구,국회의원,20,2,여,rev,61,,42.84,True,-0.27193167393610795,,,0.3696147520101279,2
김정기,경기,부천시 소사구,국회의원,20,3,남,rev,49,정당인,42.84,False,-1.6000345320259295,,,0.04039761272836118,2
신현자,경기,부천시 소사구,국회의원,20,3,여,rev,44,정당인,42.84,False,-3.7229961103543467,,,0.0037813813653487156,2
안병도,경기,부천시 오정구,국회의원,20,,남,con,57,정당인,42.84,False,-0.8089046939520085,,정치,,2
원혜영,경기,부천시 오정구,국회의원,20,2,남,rev,64,,42.84,True,-0.2273474195579817,서울대,,0.6593058122629948,2
서영석,경기,부천시 오정구,국회의원,20,3,남,rev,57,정당인,42.84,False,-1.2900232923110009,연세대,행정,0.2569747024397581,2
구자호,경기,부천시 오정구,국회의원,20,3,남,rev,41,정당인,42.84,False,-3.7637935212135183,,,0.027512212318085826,2
정은숙,경기,광명시,국회의원,20,1,여,con,57,정당인,42.84,False,-0.7159146075226537,,경제,0.2399049985713796,2
백재현,,광명시,국회의원,20,2,남,rev,64,,42.84,True,-0.4467018637646984,,,0.02330207207015791,2
양순필,경기,광명시,국회의원,20,3,남,rev,45,,42.84,False,-1.3350246047285517,,정치,0.0014208099057401995,2
문현수,경기,광명시,국회의원,20,3,남,rev,47,정당인,42.84,False,-2.696003479086661,,경영,0.0005684500164942412,2
주대준,경기,광명시,국회의원,20,1,남,con,62,정당인,42.84,False,-0.7872417007192827,,경영,0.0015133478719827308,2
이언주,경기,광명시,국회의원,20,2,여,rev,43,,42.84,True,0.07217125546863827,연세대,법,0.7292145273486191,2
송백석,경기,광명시,국회의원,20,3,남,rev,50,정당인,42.84,False,-1.9098713660057969,,정치,0.0003150553943458982,2
이병렬,경기,광명시,국회의원,20,3,남,rev,54,정당인,42.84,False,-3.3785111014148788,연세대,법,0.0037607388212803827,2
원유철,경기,평택시,국회의원,20,1,남,con,53,,42.84,,0.19476960472816268,고려대,정치,0.7451418837246524,1
고인정,경기,평택시,국회의원,20,2,여,rev,53,정당인,42.84,False,-1.404363722060736,,,0.007755429896677773,1
최인규,경기,평택시,국회의원,20,3,남,rev,56,,42.84,False,-1.3563793427095026,,경영,0.03163378107811054,1
송치용,경기,평택시,국회의원,20,3,남,rev,52,,42.84,False,-3.2290978843701166,서울대,,0.004395269840385575,1
유의동,경기,평택시,국회의원,20,1,남,con,44,,42.84,True,-0.40146726735734894,,,0.11011595278293844,1
김선기,경기,평택시,국회의원,20,2,남,rev,63,,42.84,False,-0.7018569730004585,,경제,0.07849411262259334,1
,경기,평택시,국회의원,20,3,남,rev,64,,42.84,False,-1.1885747698959848,서울대,경영,0.020600091087726816,1
김현래,경기,평택시,국회의원,20,3,남,,33,,42.84,False,-3.7463380656395073,,,0.001863478966915221,1
김성원,경기,동두천시 연천군,국회의원,20,1,남,con,42,,42.84,True,,고려대,,0.9894274360692464,1
유진현,경기,동두천시 연천군,국회의원,20,2,남,rev,52,,42.84,False,,,,0.008873274703963312,1
심동용,경기,동두천시 연천군,국회의원,20,3,남,rev,,정당인,42.84,False,,,,0.0016992892267902408,1
이화수,경기,안산시 상록구,,20,1,남,con,63,정당인,42.84,False,-0.9203615869541172,연세대,경제,0.01990419390761293,2
,경기,안산시 상록구,국회의원,20,2,남,rev,53,,42.84,True,-0.4729831774122528,고려대,법,0.16574253482287615,2
박주원,경기,안산시 상록구,국회의원,20,3,남,rev,57,정당인,42.84,False,-1.1649268199339993,고려대,법,0.15059973324320552,2
홍연아,경기,안산시 상록구,국회의원,20,3,여,rem,43,정당인,42.84,False,-3.893146060065423,고려대,,0.0009860816526482998,2
장경수,경기,안산시 상록구,국회의원,20,3,남,rem,56,,42.84,False,-2.7034888745580097,,행정,0.0028115053746995307,2
홍장표,경기,안산시 상록구,국회의원,20,1,남,con,56,정당인,42.84,False,-0.7477736478175437,,,0.01618312643946864,2
김철민,경기,안산시 상록구,국회의원,20,2,남,rev,59,,42.84,True,-0.6791446665351244,,경영,0.4737361269158911,2
김영환,경기,안산시 상록구,국회의원,20,3,남,rev,60,,42.84,False,-0.7040577831030309,연세대,경제,0.17003669764359775,2
김명연,경기,안산시 단원구,국회의원,20,1,남,con,52,,42.84,True,-0.453790823659556,,행정,0.004012479116596432,2
고영인,경기,안산시 단원구,국회의원,20,2,남,rev,52,정당인,42.84,False,-0.5853140820947662,고려대,,0.0022392443929305263,2
김기완,경기,안산시 단원구,국회의원,20,3,남,rev,50,정당인,42.84,False,-1.3059388543296508,,행정,0.0021284795856133217,2
이영근,경기,안산시 단원구,국회의원,20,3,남,rem,64,,,False,-3.5024883438620225,,,0.0017693540292226066,2
박순자,경기,안산시 단원구,국회의원,20,1,여,con,57,정당인,42.84,True,-0.5028148353949813,,행정,0.044738105703051964,2
손창완,경기,안산시 단원구,국회의원,20,2,남,rev,60,정당인,42.84,False,-1.0942765117724278,,행정,0.0010107856888537786,2
부좌현,경기,안산시 단원구,국회의원,20,3,남,rev,59,,42.84,False,-0.7151681757065136,,행정,0.0035610953145564397,2
이재용,경기,안산시 단원구,국회의원,20,3,남,rev,52,,42.84,False,-3.360503863645761,,,0.9405404561691748,2
손범규,경기,고양시,국회의원,20,1,남,con,49,,42.84,False,-0.5577152415358556,연세대,법,0.013960383927459344,2
박준,경기,고양시,국회의원,20,2,남,rev,47,,42.84,False,-2.357173736331391,연세대,행정,0.014737692208327787,2
심상정,경기,고양시,국회의원,20,3,여,rev,57,,42.84,True,0.09627907660530692,서울대,,0.3925640810639879,2
신지혜,경기,고양시,국회의원,20,3,여,rev,28,정당인,42.84,False,-4.205508985707646,,,,2
김태원,경기,고양시,국회의원,20,1,남,con,65,,42.84,False,-0.3681200982398325,연세대,행정,0.04453478849526107,2
정재호,경기,고양시,국회의원,20,2,남,rev,50,,42.84,True,-0.3296906970870933,고려대,행정,0.0468492385754572,2
이균철,경기,고양시,국회의원,20,3,남,rev,53,정당인,42.84,False,-1.8767222507515564,,,0.0002057163407238916,2
송영주,경기,고양시,국회의원,20,3,여,rem,43,정당인,42.84,False,-3.4810319511311736,,,0.004828167995242873,2
백성운,경기,고양시,국회의원,20,1,남,con,66,정당인,42.84,False,-0.5718169284616466,고려대,행정,0.0007011958951529391,2
유은혜,경기,고양시,국회의원,20,2,여,rev,53,,42.84,True,-0.10754303824217637,,,0.3569127557321467,2
장석환,경기,고양시,국회의원,20,3,남,rev,54,,42.84,False,-1.6792543251244012,,,0.0007946683767362517,2
김영선,경기,고양시,국회의원,20,1,여,con,55,,42.84,False,-0.5583742731280841,서울대,법,0.010783445999259364,2
김현미,경기,고양시,국회의원,20,2,여,rev,53,,42.84,True,-0.04940229177982367,연세대,정치,0.10218187924187637,2
길종성,경기,고양시,국회의원,20,3,남,rev,54,,42.84,False,-1.8115000766381992,,,,2
박요찬,경기,의왕시 과천시,국회의원,20,1,남,con,54,정당인,42.84,False,,서울대,법,0.03638463819516227,3
신창현,경기,의왕시 과천시,국회의원,20,2,남,rev,62,,42.84,True,,고려대,행정,0.8714755590761866,3
김도헌,경기,의왕시 과천시,국회의원,20,3,남,rev,51,정당인,42.84,False,,,행정,0.05387851892538219,3
김형탁,경기,의왕시 과천시,국회의원,20,3,남,rev,53,정당인,42.84,False,,서울대,정치,0.02351263953245218,3
홍지숙,경기,의왕시 과천시,국회의원,20,3,여,rem,33,,42.84,False,,,,0.014748644270816869,3
박창식,경기,구리시,국회의원,20,1,남,con,56,,42.84,False,-0.5492114121472277,,,0.1702738745209391,2
윤호중,경기,구리시,국회의원,20,2,남,rev,53,,42.84,True,-0.1607572119993864,서울대,,0.6217301343076825,2
정경진,경기,구리시,국회의원,20,3,남,rev,50,,42.84,False,-1.64923904920542,,,0.20799599117137846,2
심장수,경기,남양주시,국회의원,20,1,남,con,64,,42.84,False,-0.4290956685581569,서울대,법,0.002484963297642886,2
조응천,경기,남양주시,국회의원,20,2,남,rev,53,,42.84,True,-0.4164763973793777,서울대,법,0.10220758077154073,2
유영훈,경기,남양주시,국회의원,20,3,남,rev,62,,42.84,False,-1.6293942125842729,,법,0.0007481079767100733,2
이기원,경기,남양주시,국회의원,20,3,여,rem,38,,42.84,False,-4.769719473662299,,,0.012797233261195777,2
이인희,경기,남양주시,국회의원,20,3,남,rem,44,,42.84,False,-3.568380626208441,,행정,0.07407575058582906,2
김성태,경기,남양주시,국회의원,20,1,남,con,42,정당인,42.84,False,-0.6704185761283081,,,0.5125125982493971,2
김한정,경기,남양주시,국회의원,20,2,남,rev,52,,42.84,True,-0.4780173169862584,,정치,0.024170446881712267,2
표철수,,남양주시,국회의원,20,3,남,rev,66,정당인,42.84,False,-1.0868979697602168,서울대,,0.0007643396568202727,2
권범재,경기,남양주시,국회의원,20,3,남,rev,48,정당인,42.84,False,-4.048176790412868,,,0.00012176201312559583,2
주광덕,경기,남양주시,국회의원,20,1,남,con,55,정당인,42.84,True,-0.3205518212101143,고려대,법,0.1255372505286355,2
최민희,경기,남양주시,국회의원,20,2,여,rev,55,,42.84,False,-0.4879145558122657,,,0.058651282654737576,2
이진호,경기,남양주시,국회의원,20,3,남,rev,44,,42.84,False,-1.45695574080198,,법,0.08592868412265303,2
이권재,경기,오산시,국회의원,20,1,남,con,52,정당인,42.84,,-0.6527625940705066,연세대,행정,0.004514961993258146,2
안민석,경기,오산시,국회의원,20,2,남,rev,49,,42.84,True,-0.0030952608765452603,,,0.9941498923357434,2
최웅수,경기,오산시,국회의원,20,3,남,rev,45,정당인,42.84,False,-1.7555082098991046,,행정,0.0013351456709984402,2
,경기,시흥시,국회의원,20,1,남,con,,,42.84,True,-0.1595007326184549,고려대,법,0.03670313981686146,2
백원우,경기,시흥시,국회의원,20,2,남,rev,49,정당인,42.84,False,-0.3709385133374768,고려대,,0.4785370485511303,2
임승철,경기,시흥시,국회의원,20,3,남,rev,53,정당인,42.84,False,-2.098223019769802,연세대,,0.002756333063748249,2
이정우,경기,시흥시,국회의원,20,3,남,rem,43,,42.84,False,-4.724792576575561,,,0.07432509596791707,2
이홍철,경기,시흥시,국회의원,,3,남,rem,56,,42.84,False,-5.329496421263526,,행정,0.0033316771010758342,2
김순택,경기,시흥시,국회의원,20,1,남,con,53,정당인,42.84,False,-0.8810764660753208,연세대,경영,0.01483818837122467,2
조정식,경기,시흥시,,20,2,남,rev,52,,42.84,True,-0.13875749956326125,연세대,,0.3874839516332223,2
정필재,경기,시흥시,국회의원,20,3,남,rev,49,,42.84,False,-1.2011095239159209,서울대,법,0.0020245654948201864,2
심규철,경기,군포시,국회의원,20,1,남,con,58,,42.84,False,-0.5363923891797461,서울대,법,0.004760634277533144,2
김정우,경기,군포시,국회의원,20,2,남,rev,47,,42.84,True,-0.4905649167162073,,,0.06782428582333089,2
이환봉,경기,군포시,국회의원,20,3,남,rev,60,,42.84,False,-1.3182902156132918,,,0.0005722691963271505,2
김동현,경기,군포시,국회의원,20,3,남,rev,52,정당인,42.84,False,-3.6161235623187213,,법,0.7991574384008155,2
금병찬,경기,군포시,국회의원,20,1,남,con,58,정당인,42.84,False,-0.7832918063537813,,경영,0.0009353291297941563,2
이학영,경기,군포시,국회의원,20,2,남,rev,63,,42.84,True,-0.2636370150529448,,,0.07781102927775588,2
정기남,경기,군포시,국회의원,20,3,남,rev,51,정당인,42.84,False,-1.2091259337061313,고려대,,0.002521857651097584,2
김도현,경기,군포시,국회의원,20,3,여,rem,26,,42.84,False,,,,0.04641715624334585,2
이현재,경기,하남시,국회의원,20,1,남,con,66,,42.84,True,0.0024138275696315627,,경영,0.967516738337878,1
문학진,경기,하남시,국회의원,20,2,남,rev,61,정당인,42.84,False,-0.6528795596392717,고려대,,0.0277536982014086,1
유형욱,경기,하남시,국회의원,20,3,남,rev,55,정당인,42.84,False,-1.7554262022784324,,경영,0.004729563460713311,1
이우현,경기,용인시,국회의원,20,1,남,con,59,,42.84,True,-0.22418562452652835,,경영,0.05075157685762726,3
백군기,경기,용인시,국회의원,20,2,남,rev,66,,42.84,False,-0.5805706577554962,,경영,0.01960218339186336,3
조성욱,경기,용인시,국회의원,20,3,남,rev,57,정당인,42.84,False,-1.4790654698477634,,,0.009024336469985102,3
허명환,경기,용인시,국회의원,20,1,남,con,55,정당인,42.84,False,-0.9369564289562966,,,0.0009502841207345992,3
김민기,경기,용인시,국회의원,20,2,남,rev,49,,42.84,True,0.1988053193870612,고려대,경제,0.08473807662565655,3
권오진,경기,용인시,국회의원,20,3,남,rev,66,,42.84,False,-1.7276794307779393,연세대,경영,0.0007103035807645914,3
김배곤,,용인시,국회의원,20,3,남,rem,46,,42.84,False,-4.6009368477990895,,,0.0002991655727313955,3
한선교,경기,용인시,국회의원,20,1,남,con,56,,42.84,True,-0.32781961074139065,,,,3
이우현,경기,용인시,국회의원,20,2,남,rev,52,정당인,42.84,False,-0.5284723121211878,,경영,0.05075157685762726,3
임한수,경기,용인시,국회의원,20,3,남,rev,70,정당인,42.84,False,-1.6535307712947809,고려대,법,0.0004216763025244697,3
하태옥,경기,용인시,국회의원,20,3,남,rev,47,,42.84,False,-3.8770800696824197,,법,0.00014202617656334488,3
정익철,경기,용인시,국회의원,20,3,남,rem,42,,42.84,False,-3.8133741608845586,,,0.00016128500531947023,3
이상일,경기,용인시,국회의원,20,1,남,con,54,,42.84,False,-0.5088092726770737,연세대,행정,0.00925235889641962,3
표창원,경기,용인시,국회의원,20,2,남,rev,49,,42.84,True,0.04501250340272965,,,0.5095065596005983,3
김종희,경기,용인시,국회의원,20,3,남,rev,50,정당인,42.84,False,-2.218547776261364,서울대,,0.0020118391038260923,3
문예연,,용인시,국회의원,20,3,여,rem,31,,42.84,False,-4.6207093476893295,,,0.00032323421643944204,3
정성근,경기,파주시,국회의원,20,1,남,con,60,정당인,42.84,False,,,,0.06688030094844215,3
윤후덕,경기,파주시,국회의원,20,2,남,rev,59,,42.84,True,0.04400528827489437,연세대,경제,0.4000332983620636,3
김남현,경기,파주시,국회의원,20,3,남,rev,56,정당인,42.84,False,-1.933468973792223,,정치,0.0262727370341761,3
이재희,경기,파주시,국회의원,20,3,남,rem,40,정당인,42.84,False,-4.362610800863608,,,0.1046735436588488,3
황진하,경기,,국회의원,20,1,남,con,69,,42.84,False,-0.41794973777607297,,,0.07869915465601526,3
박정,경기,파주시,국회의원,,2,남,rev,53,,42.84,True,-0.14530317551283062,서울대,,0.223795612234662,3
류화선,경기,파주시,국회의원,20,3,남,,67,,42.84,False,-1.956807430731136,서울대,,0.09964535310579213,3
송석준,경기,이천시,국회의원,20,1,남,con,52,정당인,42.84,True,0.004528940654919903,,경제,0.6385175534164019,1
엄태준,경기,이천시,국회의원,20,2,남,rev,,,42.84,False,-0.4417543214883424,,법,0.30459092434891083,1
이희규,경기,이천시,국회의원,20,3,남,rem,61,정당인,42.84,False,-2.3101193401043485,연세대,행정,0.05689152223468725,1
김학용,경기,안성시,국회의원,20,1,남,con,54,,42.84,True,-0.014501578275439598,,경제,0.035378785457688314,1
이규민,경기,안성시,국회의원,20,2,남,rev,47,정당인,42.84,False,-0.6876371001514466,,,0.0057497932928847004,1
이상민,경기,안성시,국회의원,20,3,남,rev,45,,42.84,False,-1.8681875723498256,,정치,0.958717153376745,1
허제욱,경기,안성시,국회의원,20,3,,rem,48,,42.84,False,-3.7241607590749584,,,0.00015426787268200503,1
김동식,경기,김포시,국회의원,20,1,남,con,54,정당인,42.84,False,-0.4002292122363511,,정치,,3
김두관,경기,김포시,국회의원,20,2,남,,57,정당인,42.84,True,0.3419577315852516,,정치,0.6421158010911018,
홍철호,경기,김포시,국회의원,20,1,남,con,57,,42.84,True,-0.1504818155829332,,,0.11903268521518358,3
정하영,경기,김포시,국회의원,20,2,남,rev,53,정당인,42.84,False,-0.3807367726203049,,,0.06679990163439506,3
하금성,경기,김포시,국회의원,20,3,,rev,65,정당인,42.84,False,-1.989179601209203,,,0.0033495109586771845,3
서청원,경기,화성시,국회의원,20,1,남,con,73,,42.84,True,0.06090336746283913,,정치,0.5464546526906428,3
김용,경기,화성시,국회의원,20,2,남,rev,51,,42.84,False,-0.5679040504038488,연세대,행정,0.12922894612582542,3
박주홍,경기,화성시,국회의원,20,3,남,rem,49,,42.84,False,-3.556885239822277,,,0.15913138451972406,3
홍성규,경기,화성시,국회의원,20,3,남,rem,41,,42.84,False,-2.4343271917733644,서울대,정치,0.03176259526205438,3
오병주,경기,화성시,국회의원,20,1,남,con,59,,42.84,False,-1.0487175947816618,서울대,법,0.008142624799619759,3
이원욱,경기,화성시,국회의원,20,2,남,rev,53,,42.84,True,0.08659218461362254,고려대,법,0.055800156108254034,3
김형남,경기,화성시,국회의원,20,3,남,rev,47,,42.84,False,-1.314777570678061,,,0.01752964040237193,3
우호태,경기,화성시,국회의원,20,1,남,con,56,정당인,42.84,False,-0.7603016331641564,,정치,0.003932491876841538,3
권칠승,경기,화성시,국회의원,20,2,남,rev,50,정당인,42.84,True,0.0014646892340551465,고려대,경제,0.046067825096673794,3
한기운,경기,화성시,국회의원,20,3,남,rev,47,,42.84,False,-1.5966513004661742,,,0.0019496831179924567,3
정진섭,경기,광주시,국회의원,20,1,남,con,63,,42.84,False,-0.09952889100983038,서울대,법,0.1363855443119008,1
소병훈,경기,광주시,국회의원,,,남,rev,61,,42.84,True,0.020029918698271344,,,0.4172427289622688,1
노철래,경기,광주시,국회의원,20,1,남,con,66,,42.84,False,-0.2828337460132264,,법,0.0944286232559784,1
임종성,경기,광주시,국회의원,20,2,남,rev,50,정당인,42.84,True,0.20512877417477215,,행정,0.351943103469852,1
이세종,경기,양주시,국회의원,20,1,남,con,54,정당인,42.84,False,-0.4937446872913783,연세대,행정,0.027790626200995042,1
정성호,경기,양주시,국회의원,20,2,남,rev,53,,42.84,,0.4167702991705217,서울대,법,0.972209373799005,1
김영우,경기,포천시 가평군,국회의원,20,1,남,con,49,,42.84,True,,,,0.9571496450963124,1
김창균,,포천시 가평군,국회의원,20,2,남,rev,52,,42.84,False,,고려대,경영,0.04285035490368767,1
정병국,경기,여주시 양평군,국회의원,20,1,남,con,58,,42.84,True,,,정치,0.9898978859907398,1
정동균,경기,여주시 양평군,국회의원,20,2,남,rev,55,정당인,42.84,False,,고려대,행정,0.010102114009260242,1
김진태,강원,춘천시,국회의원,20,1,남,con,51,,42.84,True,-0.015769778907006694,서울대,법,0.9605432938454168,1
허영,강원,춘천시,국회의원,20,2,남,rev,46,정당인,42.84,False,,고려대,,0.0389921294592652,1
강선경,강원,춘천시,국회의원,20,3,여,rev,45,정당인,42.84,False,-3.3333042369032944,,경영,0.0004645766953180477,1
,강원,원주시,국회의원,20,1,남,con,63,,42.84,True,,,행정,0.03040875706125024,3
권성중,강원,원주시,국회의원,20,2,남,rev,46,,,False,-0.26734163224317203,,법,0.013694190469365177,3
김수정,강원,원주시,국회의원,20,3,남,rev,54,,42.84,False,-2.336329994683637,,행정,0.20492084869709512,3
최석,강원,원주시,국회의원,20,3,남,rev,38,,42.84,False,-3.4302256035548986,연세대,법,0.006201805813409757,3
이강후,강원,원주시,국회의원,20,1,남,con,62,,42.84,False,-0.2657456944510234,고려대,행정,0.00940886241407823,3
송기헌,강원,원주시,국회의원,20,2,남,rev,52,,42.84,True,-0.2474206440904867,서울대,법,0.15601670203686302,3
이석규,강원,원주시,국회의원,20,3,남,rev,39,,42.84,False,-2.1372055892874275,서울대,,0.016514049617064982,3
이승재,강원,원주시,국회의원,20,3,남,rem,46,정당인,42.84,False,-4.38711064931006,,,0.5628347838908734,3
권성동,강원,강릉시,국회의원,20,1,남,con,55,,42.84,True,0.2514379533717687,,법,0.2270689708943895,1
김경수,강원,강릉시,국회의원,20,2,남,rev,46,정당인,42.84,False,-0.5513194115660699,,행정,0.7715762945201912,1
최종문,강원,강릉시,국회의원,20,3,남,rev,44,,42.84,False,-2.823101615329969,,,0.0013547345854193395,1
박성덕,강원,동해시 삼척시,국회의원,20,1,남,con,61,,42.84,False,,서울대,법,0.07244405689805103,1
박응천,,동해시 삼척시,국회의원,20,2,남,rev,59,,42.84,False,,,,0.013069801397086193,1
이철규,강원,동해시 삼척시,국회의원,20,3,남,rem,58,,42.84,True,,,행정,0.9144861417048628,1
염동열,강원,태백시 횡성군 영월군 평창군 정선군,국회의원,20,1,남,con,55,,42.84,True,,,행정,0.7460029993484005,1
장승호,강원,태백시 횡성군 영월군 평창군 정선군,국회의원,20,2,남,rev,46,,42.84,False,,,,0.07904817014659828,1
김진선,강원,태백시 횡성군 영월군 평창군 정선군,국회의원,20,3,남,rem,69,,42.84,False,,,행정,0.1749488305050013,1
이양수,강원,속초시 고성군 양양군,국회의원,20,1,남,con,48,정당인,42.84,True,,고려대,,0.9601028398957652,1
김주학,강원,속초시 고성군 양양군,국회의원,20,2,남,rev,50,정당인,42.84,False,,서울대,,0.03989716010423471,1
황영철,강원,홍천군 철원군 화천군 양구군 인제군,국회의원,20,1,남,con,50,,42.84,True,,서울대,정치,0.9764864972175578,1
조일현,강원,홍천군 철원군 화천군 양구군 인제군,국회의원,20,2,남,rev,60,정당인,42.84,False,,,법,0.016652112913720457,1
정해용,강원,홍천군 철원군 화천군 양구군 인제군,국회의원,20,3,남,rem,57,,42.84,False,,,행정,0.006861389868721651,1
정우택,충북,청주시 상당구,국회의원,20,1,남,,63,,42.84,True,-0.056009621703573535,,경제,0.90952669875421,1
한범덕,충북,청주시 상당구,국회의원,20,2,남,rev,63,,42.84,False,-0.14009557177010112,,행정,0.019886878033383525,1
한대수,충북,청주시 상당구,,20,3,남,rem,71,정당인,42.84,False,-3.304625482379273,연세대,행정,0.07058642321240664,1
최현호,충북,청주시 서원구,국회의원,20,1,남,con,58,,42.84,False,-0.33079452941667625,,법,0.7412169265674593,1
오제세,충북,청주시 서원구,국회의원,20,2,남,rev,67,,42.84,True,-0.27882097776427645,서울대,행정,0.13236069385926288,1
안창현,충북,청주시 서원구,국회의원,20,3,남,rev,53,,42.84,False,-2.0465215568681367,,법,0.026179053265323174,1
오영훈,충북,청주시 서원구,국회의원,20,3,남,rev,31,정당인,42.84,False,-3.5852925243875338,,경영,0.10024332630795472,1
송태영,충북,청주시 흥덕구,국회의원,20,1,남,con,55,정당인,42.84,False,-0.5634801175469982,연세대,,0.010953095619243096,1
도종환,충북,청주시 흥덕구,국회의원,20,2,남,rev,60,,42.84,True,-0.1889949836661029,,,0.8840063271714785,1
정수창,충북,청주시 흥덕구,국회의원,20,3,남,rev,56,,42.84,False,-2.0701580460291877,,,0.00292934611615221,1
김준환,충북,청주시 흥덕구,국회의원,20,3,남,rem,59,,42.84,False,-2.714194405260901,서울대,법,0.10211123109312603,1
오성균,충북,청주시 청원구,국회의원,20,1,남,con,49,,42.84,False,-0.4702396360123582,고려대,법,0.0811718374672724,1
변재일,충북,청주시 청원구,국회의원,20,2,남,rev,67,,42.84,True,-0.31459802769236306,,정치,0.4499816910267557,1
신언관,충북,청주시 청원구,국회의원,20,3,남,rev,59,,42.84,False,-1.9388884136130464,서울대,,0.038463897984118665,1
김도경,충북,청주시 청원구,국회의원,20,3,남,rem,55,,42.84,False,-4.04062806790347,,,0.18183746674934112,1
권태호,충북,청주시 청원구,국회의원,20,3,남,rem,61,,42.84,False,-3.152844557928721,,법,0.2485451067725121,1
이종배,충북,충주시,국회의원,,1,남,con,58,,42.84,True,0.4010287739650925,,행정,0.9576888005262906,
윤홍락,충북,충주시,국회의원,20,2,남,rev,54,,,False,-0.4777660579858272,,,0.042311199473709316,1
권석창,충북,,국회의원,20,1,,con,49,,42.84,True,,서울대,행정,0.8437441950387911,1
