,성명,지역,선거구명,선거 종류,회차,기호,성별,정당명,연령,직업,여당평가,당선여부,득표수(득표율),학교,과목,경력_지역,인지도,지역구분
9521,이상길,강원,원주시,구·시·군의회의원선거,7,3,남,rev,52,,74.43499999999997,0,-1.2724301265597897,,,0,0.0015007058603379046,3
9522,조창휘,강원,원주시,구·시·군의회의원선거,7,2,남,con,55,,74.43499999999997,0,-0.7753773927036484,,,0,4.974295593230653e-05,3
9523,유석연,강원,원주시,구·시·군의회의원선거,7,3,남,rev,62,정당인,74.43499999999997,1,-0.9541851682918544,,,0,5.247474990750026e-05,3
9524,김선동,강원,원주시,구·시·군의회의원선거,7,3,남,rev,49,,74.43499999999997,0,-1.1522434605389724,,경제,0,0.020997744559641488,3
9525,황기섭,강원,원주시,구·시·군의회의원선거,7,3,남,con,65,,74.43499999999997,0,-0.9416117615027397,,행정,0,4.062711930304169e-05,3
9526,이병규,강원,원주시,구·시·군의회의원선거,7,3,남,con,52,,74.43499999999997,0,-2.038210966970036,,경영,0,0.05776352196305088,3
9527,전영권,강원,원주시,구·시·군의회의원선거,7,3,남,rem,41,,74.43499999999997,0,-3.389307960538369,,법,0,6.980048010215272e-05,3
9528,김정희,강원,원주시,구·시·군의회의원선거,7,3,여,rev,62,정당인,74.43499999999997,1,-0.9131152859669163,,행정,0,0.006310330567284979,3
9529,김지헌,강원,원주시,구·시·군의회의원선거,7,3,남,rev,38,,74.43499999999997,0,-1.1131408795365756,,,0,0.006043290868519347,3
9530,박호빈,강원,원주시,구·시·군의회의원선거,7,3,남,con,55,,74.43499999999997,0,-1.20939020245571,연세대,행정,0,0.0002017712888178269,3
9531,허진욱,강원,원주시,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-2.024412354049255,,,1,0.00017185172437121418,3
9532,김성규,강원,원주시,구·시·군의회의원선거,7,3,남,con,49,,74.43499999999997,0,-3.1378256338148542,,경영,1,0.08376490409583705,3
9533,임광수,강원,원주시,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-4.740021667610291,,,0,0.0002414527238361766,3
9534,고광택,강원,원주시,구·시·군의회의원선거,7,3,남,rem,65,,74.43499999999997,0,-4.065109698538186,,,0,4.583762136732823e-05,3
9535,이성규,강원,원주시,구·시·군의회의원선거,7,3,남,rev,54,,74.43499999999997,1,-0.5762738952767295,,행정,0,0.004089077468280329,3
9536,장영덕,강원,원주시,구·시·군의회의원선거,7,3,남,rev,29,정당인,74.43499999999997,0,-1.5357664188276254,,경영,1,0.0001687024147668363,3
9537,조용기,강원,원주시,구·시·군의회의원선거,7,3,남,con,45,,74.43499999999997,0,-1.4596844364790185,,,1,0.005955239000689819,3
9538,김명숙,강원,원주시,구·시·군의회의원선거,7,3,여,con,68,,74.43499999999997,0,-2.4123097267771976,연세대,,0,0.001949740954013678,3
9539,이규삼,강원,원주시,구·시·군의회의원선거,7,3,남,rev,57,,74.43499999999997,0,-1.713119150992394,,,0,9.158055276666285e-05,3
9540,류인출,강원,원주시,구·시·군의회의원선거,7,3,남,rev,51,,74.43499999999997,1,-0.16554465041431177,,경영,1,6.843328048614177e-05,3
9541,안정민,강원,원주시,구·시·군의회의원선거,7,3,여,rev,49,,74.43499999999997,0,-1.257282960092187,,경영,1,0.0007993981524386737,3
9542,박한근,강원,원주시,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-1.57254976919449,,경영,0,0.0014154790132061904,3
9543,김인순,강원,원주시,구·시·군의회의원선거,7,3,여,con,61,,74.43499999999997,0,-2.3634991846878983,,,0,0.004363498206907958,3
9544,문정환,강원,원주시,구·시·군의회의원선거,7,3,남,rev,44,정당인,74.43499999999997,1,-0.5535534369043245,,법,0,0.00038381198923019013,3
9545,곽문근,강원,원주시,구·시·군의회의원선거,7,3,남,rev,56,정당인,74.43499999999997,0,-1.1633266580295785,,,0,8.190180847231306e-05,3
9546,전병선,강원,원주시,구·시·군의회의원선거,7,3,남,con,61,정당인,74.43499999999997,0,-1.4232676708484508,,행정,0,0.0012366881939996522,3
9547,원용대,강원,원주시,구·시·군의회의원선거,7,3,남,con,35,,74.43499999999997,0,-2.41371056330925,연세대,행정,1,6.385882332227751e-05,3
9548,서경식,강원,원주시,구·시·군의회의원선거,7,3,남,con,54,,74.43499999999997,0,-2.940957993936377,,,0,0.0006876179772031751,3
9549,박상규,강원,원주시,구·시·군의회의원선거,7,3,남,rem,49,,74.43499999999997,0,-3.546314782980459,,,0,0.007470364297233918,3
9550,신재섭,강원,원주시,구·시·군의회의원선거,7,1,남,rev,52,,74.43499999999997,1,-0.013482809277182527,,,0,9.526626025637752e-05,3
9551,이재용,강원,원주시,구·시·군의회의원선거,7,3,남,con,59,,74.43499999999997,0,-1.036180895041346,,행정,0,0.7790265662768969,3
9552,하석균,강원,원주시,구·시·군의회의원선거,7,3,남,con,55,,74.43499999999997,0,-1.3645421860651634,연세대,행정,0,3.777722358085098e-05,3
9553,최미옥,강원,원주시,구·시·군의회의원선거,7,3,여,rev,55,,74.43499999999997,1,-0.826866575330458,,,0,0.00019735648474091807,3
9554,이용철,강원,원주시,구·시·군의회의원선거,7,3,남,rev,51,,74.43499999999997,0,-1.3592521524445687,,,0,0.013970437840446642,3
9555,박성학,강원,원주시,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-1.6431599863894646,,,0,0.00020384234428378044,3
9556,이은옥,강원,원주시,구·시·군의회의원선거,7,3,여,con,61,,74.43499999999997,0,-1.7373490067241393,,,0,0.0002541681388659081,3
9557,위규범,강원,원주시,구·시·군의회의원선거,7,3,남,con,55,,74.43499999999997,0,-1.8704048564239597,고려대,경제,0,5.3480379997885056e-05,3
9558,김용남,강원,강릉시,구·시·군의회의원선거,7,3,남,rev,55,정당인,74.43499999999997,1,-1.2667591642348706,,,0,0.060936318455239634,1
9559,우병담,강원,강릉시,구·시·군의회의원선거,7,3,남,rev,57,,74.43499999999997,0,-2.2326430045397623,,,0,0.0001999688775709585,1
9560,이용기,강원,강릉시,구·시·군의회의원선거,7,3,남,con,61,,74.43499999999997,0,-1.4817173249992237,,행정,0,0.004228605430062935,1
9561,김기영,강원,강릉시,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.3367198788527097,,행정,0,0.025242614784233557,1
9562,김진용,강원,강릉시,구·시·군의회의원선거,7,3,남,con,50,,74.43499999999997,0,-1.4195940327875514,,,0,0.039337157126746965,1
9563,김강열,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,61,,74.43499999999997,0,-3.093543176023459,,,0,0.05144168239103399,1
9564,최성달,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,65,,74.43499999999997,0,-4.1023164684499545,,,0,7.430360964828388e-05,1
9565,이재안,강원,강릉시,구·시·군의회의원선거,7,1,남,rev,53,,74.43499999999997,1,-0.09880898066199818,,행정,0,0.002277029968456978,1
9566,신재걸,강원,강릉시,구·시·군의회의원선거,7,3,남,con,67,,74.43499999999997,0,-0.7977696888042013,,,0,0.0002660365778040738,1
9567,김현기,강원,강릉시,구·시·군의회의원선거,7,3,남,con,53,,74.43499999999997,0,-1.4712784878556942,,,0,0.024001237793644645,1
9568,정광민,강원,강릉시,구·시·군의회의원선거,7,3,남,rev,50,,74.43499999999997,1,-1.0181669234493704,,경영,1,0.0012549998924466191,1
9569,김남희,강원,강릉시,구·시·군의회의원선거,7,3,남,rev,50,,74.43499999999997,0,-1.789395498288157,,,1,0.3358832353909736,1
9570,최익순,강원,강릉시,구·시·군의회의원선거,7,3,남,con,57,정당인,74.43499999999997,0,-1.3619960466411394,,행정,0,0.00028421494560388857,1
9571,강희문,강원,강릉시,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.504077396776274,,행정,0,0.00042082306936272815,1
9572,권혁기,강원,강릉시,구·시·군의회의원선거,7,3,남,con,66,,74.43499999999997,0,-2.3200556618831185,,경영,0,0.011790212353749555,1
9573,장지창,강원,강릉시,구·시·군의회의원선거,7,3,남,rev,28,정당인,74.43499999999997,0,-3.2075893499734542,,,1,0.0016164910386333984,1
9574,김택진,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,72,,74.43499999999997,0,-4.1988891422580945,,행정,1,0.24182283426002515,1
9575,김봉래,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,47,,74.43499999999997,0,-3.6227626271748785,,,0,0.0018569044914891427,1
9576,김복자,강원,강릉시,구·시·군의회의원선거,7,3,여,rev,48,,74.43499999999997,1,-1.0199857714455078,,행정,1,0.0013598789070676414,1
9577,배용주,강원,강릉시,구·시·군의회의원선거,7,3,남,rev,59,정당인,74.43499999999997,0,-1.1192809890888913,,,0,0.015722926807162696,1
9578,최선근,강원,강릉시,구·시·군의회의원선거,7,3,남,con,61,,74.43499999999997,0,-1.264824333809838,,법,0,0.000338201170375896,1
9579,최종각,강원,강릉시,구·시·군의회의원선거,7,3,남,con,56,,74.43499999999997,0,-1.6591596090416438,,경영,0,0.00019548840271436333,1
9580,이용호,강원,강릉시,구·시·군의회의원선거,7,3,남,con,43,,74.43499999999997,0,-2.5413609231110135,,,1,0.05183649913588353,1
9581,이재모,강원,강릉시,구·시·군의회의원선거,7,1,남,rev,56,,74.43499999999997,1,-1.1971501518633114,,,0,0.03783473017291602,1
9582,정규민,강원,강릉시,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-1.5000493562055328,,,1,0.0008680583958925544,1
9583,김문섭,강원,강릉시,구·시·군의회의원선거,7,3,남,con,43,,74.43499999999997,0,-2.403668960892797,,,0,0.000663316117654347,1
9584,조대영,강원,강릉시,구·시·군의회의원선거,7,3,남,con,60,정당인,74.43499999999997,0,-1.6422671216175997,,,0,0.0007603888368040493,1
9585,유재일,강원,강릉시,구·시·군의회의원선거,7,3,남,con,67,정당인,74.43499999999997,0,-2.284712031459335,,,0,0.03304186424115208,1
9586,조경묵,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,52,,74.43499999999997,0,-2.3133770892333487,,,1,0.0001872667163684367,1
9587,이인수,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,62,,74.43499999999997,0,-3.1327429933395115,,,1,0.023436089053978818,1
9588,홍달웅,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,74,,74.43499999999997,0,-2.997952030292304,,행정,0,9.533553499069615e-05,1
9589,김성기,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,55,,74.43499999999997,0,-3.5502014394432653,,경영,0,0.019740000781990324,1
9590,조주현,강원,강릉시,구·시·군의회의원선거,7,1,남,rev,49,,74.43499999999997,1,-0.6784993751801036,,,0,0.007024032923588434,1
9591,허병관,강원,강릉시,구·시·군의회의원선거,7,3,남,con,56,정당인,74.43499999999997,0,-0.9673174227883569,,경영,0,0.00027890441874920996,1
9592,최만집,강원,강릉시,구·시·군의회의원선거,7,3,남,con,55,,74.43499999999997,0,-2.018606299858478,,,0,0.0003749592516709622,1
9593,심발훈,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,56,정당인,74.43499999999997,0,-2.4941110396948107,,,0,0.00014178330673445197,1
9594,이만규,강원,강릉시,구·시·군의회의원선거,7,3,남,rem,51,,74.43499999999997,0,-1.5620996349433998,,법,1,0.0031656053675792463,1
9595,최석찬,강원,동해시,구·시·군의회의원선거,7,3,남,rev,57,,74.43499999999997,1,-1.1243862157022524,,행정,0,0.0027563759102544982,1
9596,곽연철,강원,동해시,구·시·군의회의원선거,7,3,남,rev,52,,74.43499999999997,0,-2.221479813454094,,행정,1,0.00173763507048411,1
9597,최재석,강원,동해시,구·시·군의회의원선거,7,3,남,con,59,정당인,74.43499999999997,0,-1.8809697444911104,,,1,0.04066003454242008,1
9598,임명희,강원,동해시,구·시·군의회의원선거,7,3,여,con,58,,74.43499999999997,0,-2.193877293876162,,,1,0.007787166397308866,1
9599,이동호,강원,동해시,구·시·군의회의원선거,7,3,남,con,51,,74.43499999999997,0,-2.0927455073061987,,,0,0.10441296217631392,1
9600,조병국,강원,동해시,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-2.7150432365931807,,경영,0,0.026879419959973453,1
9601,이정학,강원,동해시,구·시·군의회의원선거,7,3,남,rem,55,,74.43499999999997,0,-1.547379598615817,,,0,0.01397159617427052,1
9602,노상욱,강원,동해시,구·시·군의회의원선거,7,3,남,rem,54,,74.43499999999997,0,-3.359522561846584,,,0,0.0013201488269614081,1
9603,박주현,강원,동해시,구·시·군의회의원선거,7,3,여,rev,46,,74.43499999999997,1,-1.3673907281856172,,,0,0.5068869147470576,1
9604,이창수,강원,동해시,구·시·군의회의원선거,7,3,남,rev,49,정당인,74.43499999999997,0,-1.9588289076809207,,,0,0.10426650131425533,1
9605,김용수,강원,동해시,구·시·군의회의원선거,7,3,남,rev,61,정당인,74.43499999999997,0,-2.6199477165302456,,행정,1,0.11087643582116204,1
9606,김성열,강원,동해시,구·시·군의회의원선거,7,3,남,con,56,,74.43499999999997,0,-2.1613153860643917,,행정,0,0.0261580065183208,1
9607,한동식,강원,동해시,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-2.2913212487719408,,,1,0.005130106306394541,1
9608,강양희,강원,동해시,구·시·군의회의원선거,7,3,남,con,60,정당인,74.43499999999997,0,-3.077738146686386,,행정,0,0.001104314971601875,1
9609,김기하,강원,동해시,구·시·군의회의원선거,7,3,남,con,57,,74.43499999999997,0,-2.09970782785105,,,0,0.04164212398858261,1
9610,전솔,강원,동해시,구·시·군의회의원선거,7,3,남,rem,36,,74.43499999999997,0,-2.895068807396034,,,0,0.001909381714318174,1
9611,임응택,강원,동해시,구·시·군의회의원선거,7,3,남,rem,57,,74.43499999999997,0,-1.961222429857951,,행정,0,0.0018715586159241333,1
9612,성춘성,강원,동해시,구·시·군의회의원선거,7,3,남,rem,48,,74.43499999999997,0,-3.6227654868278107,,,0,0.0006293169443961927,1
9613,김희창,강원,삼척시,구·시·군의회의원선거,7,3,남,rev,50,,74.43499999999997,1,-1.3269447076019625,,,0,0.0030623836698276093,1
9614,이희탁,강원,삼척시,구·시·군의회의원선거,7,3,남,rev,64,,74.43499999999997,0,-2.415680705231587,,,0,0.000503582244803846,1
9615,양희전,강원,삼척시,구·시·군의회의원선거,7,3,남,con,53,,74.43499999999997,0,-1.9324762410957361,,,0,0.0007054940154688699,1
9616,정정순,강원,삼척시,구·시·군의회의원선거,7,3,여,con,57,,74.43499999999997,0,-2.316245092857692,,,1,0.01033499888496944,1
9617,권정복,강원,삼척시,구·시·군의회의원선거,7,3,남,con,50,,74.43499999999997,0,-2.0661196532549315,,행정,0,0.000697120968499151,1
9618,최승국,강원,삼척시,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-2.8056559410725703,,,0,0.0009511629301213147,1
9619,이태진,강원,삼척시,구·시·군의회의원선거,7,3,남,con,61,,74.43499999999997,0,-3.8977967295948464,,,0,0.006196329055730769,1
9620,김창동,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,64,,74.43499999999997,0,-3.5993065534476125,,,0,0.0033585645504732144,1
9621,정진권,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-2.9318866107193897,,,0,0.0021453691424042575,1
9622,김승재,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,51,,74.43499999999997,0,-3.8841605511850426,,경제,0,0.010541383480685078,1
9623,김민철,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,59,,74.43499999999997,0,-2.2702094700927082,,경영,0,0.07959179852214446,1
9624,김동한,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-5.0143670611228535,,,0,0.19509117688163707,1
9625,김연동,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,58,,74.43499999999997,0,-2.887317172471688,,,0,0.0005995258950373218,1
9626,김용희,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-4.834127314143816,,,1,0.06401018791248814,1
9627,김억연,강원,삼척시,구·시·군의회의원선거,7,1,남,rev,49,정당인,74.43499999999997,1,-1.3988442863107169,,행정,0,0.00047078980765722777,1
9628,김원학,강원,삼척시,구·시·군의회의원선거,7,3,남,con,47,,74.43499999999997,0,-1.6412653021520995,,,0,0.0004886985749403438,1
9629,민동선,강원,삼척시,구·시·군의회의원선거,7,3,남,con,56,정당인,74.43499999999997,0,-1.9280841474514334,,,0,0.0004061851273378512,1
9630,김상민,강원,삼척시,구·시·군의회의원선거,7,3,남,con,56,,74.43499999999997,0,-2.1698029324417334,,경제,1,0.5419390007316137,1
9631,이정훈,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,56,,74.43499999999997,0,-1.6122799244232349,,,0,0.07386554514947345,1
9632,최갑용,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,51,,74.43499999999997,0,-2.825157019987564,,,0,0.0004753913604278588,1
9633,이광우,강원,삼척시,구·시·군의회의원선거,7,3,남,rem,55,,74.43499999999997,0,-1.693196051376797,,,1,0.004565311094259022,1
9634,김길동,강원,태백시,구·시·군의회의원선거,7,1,남,rev,61,,74.43499999999997,1,-0.8310764751195138,,,0,0.0005845423703647781,1
9635,이한영,강원,태백시,구·시·군의회의원선거,7,3,남,con,48,정당인,74.43499999999997,0,-1.5440613841667126,,,0,0.02735980803836104,1
9636,전영수,강원,태백시,구·시·군의회의원선거,7,3,남,con,59,,74.43499999999997,0,-1.920766754605956,,행정,0,0.0013011698375601456,1
9637,김천수,강원,태백시,구·시·군의회의원선거,7,3,남,rem,53,,74.43499999999997,0,-1.3537803566455084,,행정,0,0.0013953364596776044,1
9638,고재창,강원,태백시,구·시·군의회의원선거,7,3,남,rem,61,정당인,74.43499999999997,0,-1.6633376098737196,,,0,0.0002016791181966843,1
9639,김상수,강원,태백시,구·시·군의회의원선거,7,3,남,rev,61,,74.43499999999997,1,-1.1970610758884557,,경제,0,0.06728470595225913,1
9640,허경희,강원,태백시,구·시·군의회의원선거,7,3,여,rev,58,,74.43499999999997,0,-2.20421685668095,,,0,0.0016657523771871883,1
9641,김오기,강원,태백시,구·시·군의회의원선거,7,3,남,rev,46,,74.43499999999997,0,-2.130521528736424,,,0,0.00013424450586783983,1
9642,노복순,강원,태백시,구·시·군의회의원선거,7,3,여,con,70,,74.43499999999997,0,-2.554337890548301,,,0,0.00010829174031163926,1
9643,김진관,강원,태백시,구·시·군의회의원선거,7,3,남,con,49,,74.43499999999997,0,-2.1692880127089422,,경영,0,0.0022146563416660294,1
9644,심창보,강원,태백시,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.8528613041291846,,,0,0.0001412671097025301,1
9645,김재욱,강원,태백시,구·시·군의회의원선거,7,3,여,rem,56,,74.43499999999997,0,-2.121012500369384,,경영,0,0.897448602188231,1
9646,문관호,강원,태백시,구·시·군의회의원선거,7,3,남,rem,55,,74.43499999999997,0,-2.1169588644434367,,,0,0.00015994396061439417,1
9647,전운하,강원,정선군,구·시·군의회의원선거,7,3,남,rev,49,,74.43499999999997,1,-1.4968056229023685,,,0,0.003355056353819335,1
9648,전흥표,강원,정선군,구·시·군의회의원선거,7,3,남,rev,50,,74.43499999999997,0,-1.7217890805567162,,,0,0.003118567725213859,1
9649,전영기,강원,정선군,구·시·군의회의원선거,7,3,남,rev,44,,74.43499999999997,0,-1.5834395325200041,,,0,0.033882009933684204,1
9650,김영현,강원,정선군,구·시·군의회의원선거,7,3,남,con,48,,74.43499999999997,0,-2.1558538823298528,,,0,0.5109004891647638,1
9651,김희열,강원,정선군,구·시·군의회의원선거,7,3,남,con,59,,74.43499999999997,0,-3.0873313001891014,,,0,0.07546921142499918,1
9652,심응종,강원,정선군,구·시·군의회의원선거,7,3,남,con,61,,74.43499999999997,0,-1.77338512211755,,,0,0.0021252966694476536,1
9653,배덕춘,강원,정선군,구·시·군의회의원선거,7,3,남,con,55,정당인,74.43499999999997,0,-2.843060983412189,고려대,,0,0.0009626140081666456,1
9654,오종구,강원,정선군,구·시·군의회의원선거,7,3,남,rem,61,,74.43499999999997,0,-2.2338929857238883,,,0,0.0013580279538230574,1
9655,유재철,강원,정선군,구·시·군의회의원선거,7,3,남,rev,56,,74.43499999999997,1,-0.8949282977698219,,,0,0.027103337707079064,1
9656,배왕섭,강원,정선군,구·시·군의회의원선거,7,3,남,rev,42,정당인,74.43499999999997,0,-1.2384078563564072,,,1,0.0024109780779236856,1
9657,김성일,강원,정선군,구·시·군의회의원선거,7,3,남,rev,54,,74.43499999999997,0,-2.508179431843376,,,1,0.3311375094607597,1
9658,김종균,강원,정선군,구·시·군의회의원선거,7,3,남,con,49,,74.43499999999997,0,-1.4541485522509299,,,0,0.005719338095147089,1
9659,진길우,강원,정선군,구·시·군의회의원선거,7,3,여,con,65,,74.43499999999997,0,-2.142807888999658,,,0,0.0014838074792479295,1
9660,정재교,강원,정선군,구·시·군의회의원선거,7,3,남,rem,54,,74.43499999999997,0,-2.689296204128888,,경영,0,0.0009737559459247492,1
9661,신선익,강원,속초시,구·시·군의회의원선거,7,3,남,rev,56,,74.43499999999997,1,-0.7003794791218027,,,0,0.00017422031648160096,1
9662,방원욱,강원,속초시,구·시·군의회의원선거,7,3,남,rev,56,,74.43499999999997,0,-1.729549746173748,,,0,0.00014476660130685089,1
9663,강정호,강원,속초시,구·시·군의회의원선거,7,3,남,con,45,정당인,74.43499999999997,0,-1.166362439303828,,,0,0.8227630396580752,1
9664,김일석,강원,속초시,구·시·군의회의원선거,7,3,남,con,60,정당인,74.43499999999997,0,-1.8409503145608164,,,0,0.00019200585377284992,1
9665,김재부,강원,속초시,구·시·군의회의원선거,7,3,남,rem,34,,74.43499999999997,0,-2.3439598261224996,,경제,0,0.00012723760732384043,1
9666,유혜정,강원,속초시,구·시·군의회의원선거,7,3,여,rev,54,정당인,74.43499999999997,1,-1.051044958290097,,법,1,0.12594264552303217,1
9667,최종현,강원,속초시,구·시·군의회의원선거,7,3,남,rev,45,,74.43499999999997,0,-0.9785288843156029,,,0,0.036114700331541606,1
9668,김명길,강원,속초시,구·시·군의회의원선거,7,3,남,con,44,정당인,74.43499999999997,0,-1.2854205666290146,,경영,0,0.0020469863479580038,1
9669,최항순,강원,속초시,구·시·군의회의원선거,7,3,남,con,56,,74.43499999999997,0,-1.9914171275965498,,,0,0.00010989877118763438,1
9670,김영식,강원,속초시,구·시·군의회의원선거,7,3,남,con,48,정당인,74.43499999999997,0,-2.306893978218433,,,0,0.012384498989320186,1
9671,함형진,강원,고성군,구·시·군의회의원선거,7,3,남,rev,46,,74.43499999999997,1,-1.0022346240362572,,경영,0,0.00468451544057125,1
9672,진혜련,강원,고성군,구·시·군의회의원선거,7,3,여,rev,57,,74.43499999999997,0,-2.4478010985210954,,경영,0,0.0009448581132113863,1
9673,김용학,강원,고성군,구·시·군의회의원선거,7,3,남,con,52,,74.43499999999997,0,-2.1317473052514515,,,0,0.018045274457299053,1
9674,정달수,강원,고성군,구·시·군의회의원선거,7,3,남,con,59,정당인,74.43499999999997,0,-3.0872110310467598,,경영,0,0.00041100652115895947,1
9675,용광열,강원,고성군,구·시·군의회의원선거,7,3,남,con,51,,74.43499999999997,0,-2.22014741290473,,,0,0.0005783530904985749,1
9676,유재일,강원,고성군,구·시·군의회의원선거,7,3,남,con,51,,74.43499999999997,0,-2.284712031459335,,,1,0.10821925545411515,1
9677,함형완,강원,고성군,구·시·군의회의원선거,7,3,남,rem,58,,74.43499999999997,0,-2.0995926421611584,,,0,0.0005439001421359334,1
9678,김숙희,강원,고성군,구·시·군의회의원선거,7,3,여,rem,52,,74.43499999999997,0,-3.0421648727807686,,,0,0.039643934758148314,1
9679,김정균,강원,고성군,구·시·군의회의원선거,7,3,남,rem,59,,74.43499999999997,0,-3.7816327417044846,,정치,0,0.7870673692381921,1
9680,김일천,강원,고성군,구·시·군의회의원선거,7,3,남,rem,60,,74.43499999999997,0,-2.403094828412326,,행정,0,0.0012290589630521657,1
9681,송흥복,강원,고성군,구·시·군의회의원선거,7,1,남,rev,72,,74.43499999999997,1,-1.074469596815642,,,0,0.0004349152276899223,1
9682,김형실,강원,고성군,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.6487709704112121,,,0,0.0006294282773978655,1
9683,문명호,강원,고성군,구·시·군의회의원선거,7,3,남,con,62,정당인,74.43499999999997,0,-1.7647234398688536,,,0,0.002132536987011178,1
9684,김일용,강원,고성군,구·시·군의회의원선거,7,3,남,con,43,,74.43499999999997,0,-1.5499449370597425,,경영,0,0.003094651980106343,1
9685,정길상,강원,고성군,구·시·군의회의원선거,7,3,남,rem,61,,74.43499999999997,0,-2.2539849934058247,,경영,0,0.002282105889341414,1
9686,김영문,강원,고성군,구·시·군의회의원선거,7,3,남,rem,61,,74.43499999999997,0,-1.9049077630851237,,,0,0.030058835460070356,1
9687,박봉균,강원,양양군,구·시·군의회의원선거,7,3,남,rev,50,,74.43499999999997,1,-1.423271963540798,,,0,0.00016330358500045937,1
9688,전용우,강원,양양군,구·시·군의회의원선거,7,3,남,rev,70,,74.43499999999997,0,-2.023382610364115,,,0,0.0007374500347665559,1
9689,이종석,강원,양양군,구·시·군의회의원선거,7,3,남,con,42,정당인,74.43499999999997,0,-1.6032208893996511,,경영,0,0.5824273623489546,1
9690,이상덕,강원,양양군,구·시·군의회의원선거,7,3,남,con,53,,74.43499999999997,0,-1.9910262616096988,,,0,0.0011904382171425661,1
9691,김택철,강원,양양군,구·시·군의회의원선거,7,3,남,con,67,,74.43499999999997,0,-1.8331312229437324,,,0,4.0060448858160675e-05,1
9692,이영자,강원,양양군,구·시·군의회의원선거,7,3,여,rem,54,,74.43499999999997,0,-2.8849051296787973,,,0,0.2780263080340737,1
9693,오한석,강원,양양군,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-1.983253933451022,,,0,5.534952557654408e-05,1
9694,최동일,강원,양양군,구·시·군의회의원선거,7,3,남,rem,53,,74.43499999999997,0,-2.9936575840131305,,,0,0.00026561244716619495,1
9695,김의성,강원,양양군,구·시·군의회의원선거,7,3,남,rev,56,,74.43499999999997,1,-1.2524262492599065,,,0,0.13128659366018253,1
9696,전양병,강원,양양군,구·시·군의회의원선거,7,3,남,rev,65,,74.43499999999997,0,-2.101433512694544,,,0,2.80765266061904e-05,1
9697,김우섭,강원,양양군,구·시·군의회의원선거,7,3,남,con,57,정당인,74.43499999999997,0,-1.8818118656532254,,,0,0.0011354917664744679,1
9698,오세만,강원,양양군,구·시·군의회의원선거,7,3,남,con,58,정당인,74.43499999999997,0,-1.9235484772017681,,,0,9.19282436344455e-05,1
9699,진종호,강원,양양군,구·시·군의회의원선거,7,3,남,rem,46,,74.43499999999997,0,-1.945710607999079,,,0,0.0007931664226542157,1
9700,박광수,강원,양양군,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-2.060720246071627,,,1,0.003683279686741436,1
9701,고제철,강원,양양군,구·시·군의회의원선거,7,3,남,rem,63,,74.43499999999997,0,-1.8383662264165435,,경영,0,7.55790521676099e-05,1
9702,김상만,강원,인제군,구·시·군의회의원선거,7,3,남,rev,60,,74.43499999999997,1,-1.1245253465757277,,행정,0,0.06477074780677645,1
9703,한수현,강원,인제군,구·시·군의회의원선거,7,3,남,rev,49,,74.43499999999997,0,-1.476719780791565,,,0,0.06285416570162931,1
9704,김도형,강원,인제군,구·시·군의회의원선거,7,3,남,con,41,정당인,74.43499999999997,0,-1.1631916853600612,,경영,0,0.061541637458532986,1
9705,김익규,강원,인제군,구·시·군의회의원선거,7,3,남,con,55,,74.43499999999997,0,-1.9469783350212224,,,0,0.0003404598582845905,1
9706,엄윤순,강원,인제군,구·시·군의회의원선거,7,3,여,con,57,,74.43499999999997,0,-1.7790100764053887,,경영,0,0.00030824238859911206,1
